Year	Category	Type	Code	Name	Substance	Unit	Factor	Margin	FactorWithMargin	ReliabilityScore	TemporalCorrelation	GeographicalCorrelation	TechnologicalCorrelation	DataCollection
2012	Detail	Industry	445000	Food and beverage stores	Carbon dioxide	kg/2018 USD, purchaser price	0.273	0.001	0.274	2	3	1	2	1	
2012	Detail	Industry	445000	Food and beverage stores	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	445000	Food and beverage stores	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	445000	Food and beverage stores	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	3	1	4	1	
2012	Detail	Industry	446000	Health and personal care stores	Carbon dioxide	kg/2018 USD, purchaser price	0.176	0	0.176	2	3	1	3	1	
2012	Detail	Industry	446000	Health and personal care stores	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	446000	Health and personal care stores	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	446000	Health and personal care stores	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	3	1	4	1	
2012	Detail	Industry	447000	Gasoline stations	Carbon dioxide	kg/2018 USD, purchaser price	0.253	0	0.253	2	3	1	2	1	
2012	Detail	Industry	447000	Gasoline stations	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	447000	Gasoline stations	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	447000	Gasoline stations	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	3	1	4	1	
2012	Detail	Industry	448000	Clothing and clothing accessories stores	Carbon dioxide	kg/2018 USD, purchaser price	0.226	0.001	0.227	3	3	1	3	1	
2012	Detail	Industry	448000	Clothing and clothing accessories stores	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	448000	Clothing and clothing accessories stores	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	448000	Clothing and clothing accessories stores	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	3	1	4	1	
2012	Detail	Industry	452000	General merchandise stores	Carbon dioxide	kg/2018 USD, purchaser price	0.227	0	0.227	2	3	1	2	1	
2012	Detail	Industry	452000	General merchandise stores	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	452000	General merchandise stores	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	452000	General merchandise stores	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	3	1	4	1	
2012	Detail	Industry	454000	Nonstore retailers	Carbon dioxide	kg/2018 USD, purchaser price	0.11	0	0.11	3	3	1	3	1	
2012	Detail	Industry	454000	Nonstore retailers	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	454000	Nonstore retailers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	454000	Nonstore retailers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	4	3	1	4	1	
2012	Detail	Industry	481000	Air transportation	Carbon dioxide	kg/2018 USD, purchaser price	0.87	0	0.87	4	3	1	1	1	
2012	Detail	Industry	481000	Air transportation	Methane	kg/2018 USD, purchaser price	0.003	0	0.003	4	3	1	1	1	
2012	Detail	Industry	481000	Air transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	481000	Air transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	4	1	
2012	Detail	Industry	482000	Rail transportation	Carbon dioxide	kg/2018 USD, purchaser price	0.605	0	0.605	4	3	1	4	1	
2012	Detail	Industry	482000	Rail transportation	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2012	Detail	Industry	482000	Rail transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	482000	Rail transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	3	1	4	1	
2012	Detail	Industry	483000	Water transportation	Carbon dioxide	kg/2018 USD, purchaser price	0.643	0	0.643	4	3	1	2	1	
2012	Detail	Industry	483000	Water transportation	Methane	kg/2018 USD, purchaser price	0.003	0	0.003	4	3	1	1	1	
2012	Detail	Industry	483000	Water transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	483000	Water transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.033	0	0.033	4	3	1	5	1	
2012	Detail	Industry	484000	Truck transportation	Carbon dioxide	kg/2018 USD, purchaser price	1.285	0	1.285	4	3	1	4	1	
2012	Detail	Industry	484000	Truck transportation	Methane	kg/2018 USD, purchaser price	0.003	0	0.003	4	3	1	1	1	
2012	Detail	Industry	484000	Truck transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	484000	Truck transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.019	0	0.019	4	3	1	5	1	
2012	Detail	Industry	485000	Transit and ground passenger transportation	Carbon dioxide	kg/2018 USD, purchaser price	0.124	0	0.124	4	3	1	4	1	
2012	Detail	Industry	485000	Transit and ground passenger transportation	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	2	1	
2012	Detail	Industry	485000	Transit and ground passenger transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	485000	Transit and ground passenger transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0	0.008	4	3	1	5	1	
2012	Detail	Industry	486000	Pipeline transportation	Carbon dioxide	kg/2018 USD, purchaser price	1.093	0	1.093	4	3	1	1	1	
2012	Detail	Industry	486000	Pipeline transportation	Methane	kg/2018 USD, purchaser price	0.027	0	0.027	4	3	1	1	1	
2012	Detail	Industry	486000	Pipeline transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	486000	Pipeline transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.011	0	0.011	4	3	1	5	1	
2012	Detail	Industry	48A000	Scenic and sightseeing transportation and support activities for transportation	Carbon dioxide	kg/2018 USD, purchaser price	0.212	0	0.212	3	3	1	3	1	
2012	Detail	Industry	48A000	Scenic and sightseeing transportation and support activities for transportation	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	2	1	
2012	Detail	Industry	48A000	Scenic and sightseeing transportation and support activities for transportation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	48A000	Scenic and sightseeing transportation and support activities for transportation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	3	1	4	1	
2012	Detail	Industry	491000	Postal service	Carbon dioxide	kg/2018 USD, purchaser price	0.17	0	0.17	3	3	1	3	1	
2012	Detail	Industry	491000	Postal service	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Industry	491000	Postal service	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	491000	Postal service	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	4	3	1	4	1	
2012	Detail	Industry	492000	Couriers and messengers	Carbon dioxide	kg/2018 USD, purchaser price	0.413	0	0.413	4	3	1	4	1	
2012	Detail	Industry	492000	Couriers and messengers	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	2	1	
2012	Detail	Industry	492000	Couriers and messengers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	492000	Couriers and messengers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	4	1	
2012	Detail	Industry	493000	Warehousing and storage	Carbon dioxide	kg/2018 USD, purchaser price	0.689	0	0.689	2	3	1	2	1	
2012	Detail	Industry	493000	Warehousing and storage	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	3	1	1	1	
2012	Detail	Industry	493000	Warehousing and storage	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2012	Detail	Industry	493000	Warehousing and storage	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	3	3	1	3	1	
2012	Detail	Industry	4B0000	All other retail	Carbon dioxide	kg/2018 USD, purchaser price	0.195	0	0.196	3	3	1	3	1	
2012	Detail	Industry	4B0000	All other retail	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	4B0000	All other retail	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	4B0000	All other retail	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	4	1	
2012	Detail	Industry	511110	Newspaper publishers	Carbon dioxide	kg/2018 USD, purchaser price	0.114	0.002	0.115	3	3	1	3	1	
2012	Detail	Industry	511110	Newspaper publishers	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	511110	Newspaper publishers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	511110	Newspaper publishers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	3	3	1	3	1	
2012	Detail	Industry	511120	Periodical Publishers	Carbon dioxide	kg/2018 USD, purchaser price	0.111	0.002	0.113	3	3	1	3	1	
2012	Detail	Industry	511120	Periodical Publishers	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	511120	Periodical Publishers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	511120	Periodical Publishers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	4	1	
2012	Detail	Industry	511130	Book publishers	Carbon dioxide	kg/2018 USD, purchaser price	0.094	0.049	0.143	3	3	1	3	1	
2012	Detail	Industry	511130	Book publishers	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Industry	511130	Book publishers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	511130	Book publishers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0.001	0.002	3	3	1	4	1	
2012	Detail	Industry	5111A0	Directory, mailing list, and other publishers	Carbon dioxide	kg/2018 USD, purchaser price	0.142	0.004	0.146	3	3	1	3	1	
2012	Detail	Industry	5111A0	Directory, mailing list, and other publishers	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Industry	5111A0	Directory, mailing list, and other publishers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	5111A0	Directory, mailing list, and other publishers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	4	1	
2012	Detail	Industry	511200	Software publishers	Carbon dioxide	kg/2018 USD, purchaser price	0.044	0.028	0.072	3	3	1	3	1	
2012	Detail	Industry	511200	Software publishers	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	511200	Software publishers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	511200	Software publishers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0.001	0.001	3	3	1	4	1	
2012	Detail	Industry	512100	Motion picture and video industries	Carbon dioxide	kg/2018 USD, purchaser price	0.064	0.009	0.073	3	3	1	3	1	
2012	Detail	Industry	512100	Motion picture and video industries	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	512100	Motion picture and video industries	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	512100	Motion picture and video industries	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	512200	Sound recording industries	Carbon dioxide	kg/2018 USD, purchaser price	0.022	0.036	0.059	3	3	1	3	1	
2012	Detail	Industry	512200	Sound recording industries	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	512200	Sound recording industries	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	512200	Sound recording industries	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0	0.001	0.001	3	3	1	3	1	
2012	Detail	Industry	515100	Radio and television broadcasting	Carbon dioxide	kg/2018 USD, purchaser price	0.047	0	0.047	3	3	1	3	1	
2012	Detail	Industry	515100	Radio and television broadcasting	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	515100	Radio and television broadcasting	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	515100	Radio and television broadcasting	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0	0.008	4	3	1	5	1	
2012	Detail	Industry	515200	Cable and other subscription programming	Carbon dioxide	kg/2018 USD, purchaser price	0.083	0	0.083	3	3	1	3	1	
2012	Detail	Industry	515200	Cable and other subscription programming	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	515200	Cable and other subscription programming	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	515200	Cable and other subscription programming	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.032	0	0.032	4	3	1	5	1	
2012	Detail	Industry	517110	Wired telecommunications carriers	Carbon dioxide	kg/2018 USD, purchaser price	0.081	0	0.081	3	3	1	3	1	
2012	Detail	Industry	517110	Wired telecommunications carriers	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	517110	Wired telecommunications carriers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	517110	Wired telecommunications carriers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	3	1	
2012	Detail	Industry	517210	Wireless telecommunications carriers (except satellite)	Carbon dioxide	kg/2018 USD, purchaser price	0.168	0	0.168	3	3	1	3	1	
2012	Detail	Industry	517210	Wireless telecommunications carriers (except satellite)	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	517210	Wireless telecommunications carriers (except satellite)	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	517210	Wireless telecommunications carriers (except satellite)	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0	0.006	3	3	1	4	1	
2012	Detail	Industry	517A00	Satellite, telecommunications resellers, and all other telecommunications	Carbon dioxide	kg/2018 USD, purchaser price	0.137	0	0.137	3	3	1	3	1	
2012	Detail	Industry	517A00	Satellite, telecommunications resellers, and all other telecommunications	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	517A00	Satellite, telecommunications resellers, and all other telecommunications	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	517A00	Satellite, telecommunications resellers, and all other telecommunications	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	3	1	
2012	Detail	Industry	518200	Data processing, hosting, and related services	Carbon dioxide	kg/2018 USD, purchaser price	0.161	0.003	0.164	3	3	1	3	1	
2012	Detail	Industry	518200	Data processing, hosting, and related services	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	518200	Data processing, hosting, and related services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	518200	Data processing, hosting, and related services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0	0.008	4	3	1	5	1	
2012	Detail	Industry	519130	Internet publishing and broadcasting and Web search portals	Carbon dioxide	kg/2018 USD, purchaser price	0.137	0	0.137	3	3	1	3	1	
2012	Detail	Industry	519130	Internet publishing and broadcasting and Web search portals	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Industry	519130	Internet publishing and broadcasting and Web search portals	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	519130	Internet publishing and broadcasting and Web search portals	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	4	1	
2012	Detail	Industry	5191A0	News syndicates, libraries, archives and all other information services	Carbon dioxide	kg/2018 USD, purchaser price	0.099	0	0.099	3	3	1	3	1	
2012	Detail	Industry	5191A0	News syndicates, libraries, archives and all other information services	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	5191A0	News syndicates, libraries, archives and all other information services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	5191A0	News syndicates, libraries, archives and all other information services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	3	3	1	3	1	
2012	Detail	Industry	522A00	Nondepository credit intermediation and related activities	Carbon dioxide	kg/2018 USD, purchaser price	0.063	0	0.063	3	3	1	3	1	
2012	Detail	Industry	522A00	Nondepository credit intermediation and related activities	Methane	kg/2018 USD, purchaser price	0	0	0	4	3	1	1	1	
2012	Detail	Industry	522A00	Nondepository credit intermediation and related activities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	522A00	Nondepository credit intermediation and related activities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	523900	Other financial investment activities	Carbon dioxide	kg/2018 USD, purchaser price	0.077	0	0.077	3	3	1	3	1	
2012	Detail	Industry	523900	Other financial investment activities	Methane	kg/2018 USD, purchaser price	0	0	0	4	3	1	1	1	
2012	Detail	Industry	523900	Other financial investment activities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	523900	Other financial investment activities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	523A00	Securities and commodity contracts intermediation and brokerage	Carbon dioxide	kg/2018 USD, purchaser price	0.069	0	0.069	3	3	1	3	1	
2012	Detail	Industry	523A00	Securities and commodity contracts intermediation and brokerage	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	523A00	Securities and commodity contracts intermediation and brokerage	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	523A00	Securities and commodity contracts intermediation and brokerage	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	524113	Direct life insurance carriers	Carbon dioxide	kg/2018 USD, purchaser price	0.026	0	0.026	3	3	1	3	1	
2012	Detail	Industry	524113	Direct life insurance carriers	Methane	kg/2018 USD, purchaser price	0	0	0	2	3	1	1	1	
2012	Detail	Industry	524113	Direct life insurance carriers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	524113	Direct life insurance carriers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	5241XX	Insurance carriers, except direct life	Carbon dioxide	kg/2018 USD, purchaser price	0.037	0	0.037	3	3	1	3	1	
2012	Detail	Industry	5241XX	Insurance carriers, except direct life	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	5241XX	Insurance carriers, except direct life	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	5241XX	Insurance carriers, except direct life	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	524200	Insurance agencies, brokerages, and related activities	Carbon dioxide	kg/2018 USD, purchaser price	0.034	0	0.034	3	3	1	3	1	
2012	Detail	Industry	524200	Insurance agencies, brokerages, and related activities	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	524200	Insurance agencies, brokerages, and related activities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	524200	Insurance agencies, brokerages, and related activities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2012	Detail	Industry	525000	Funds, trusts, and other financial vehicles	Carbon dioxide	kg/2018 USD, purchaser price	0.128	0	0.128	3	3	1	4	1	
2012	Detail	Industry	525000	Funds, trusts, and other financial vehicles	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	525000	Funds, trusts, and other financial vehicles	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	525000	Funds, trusts, and other financial vehicles	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	52A000	Monetary authorities and depository credit intermediation	Carbon dioxide	kg/2018 USD, purchaser price	0.049	0	0.049	3	3	1	3	1	
2012	Detail	Industry	52A000	Monetary authorities and depository credit intermediation	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	52A000	Monetary authorities and depository credit intermediation	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	52A000	Monetary authorities and depository credit intermediation	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	531HSO	Owner-occupied housing	Carbon dioxide	kg/2018 USD, purchaser price	0.021	0	0.021	3	3	1	3	1	
2012	Detail	Industry	531HSO	Owner-occupied housing	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	531HSO	Owner-occupied housing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	531HSO	Owner-occupied housing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	5	1	
2012	Detail	Industry	531HST	Tenant-occupied housing	Carbon dioxide	kg/2018 USD, purchaser price	0.004	0	0.004	3	3	1	3	1	
2012	Detail	Industry	531HST	Tenant-occupied housing	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	531HST	Tenant-occupied housing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	531HST	Tenant-occupied housing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0	0	0	4	3	1	5	1	
2012	Detail	Industry	531ORE	Other real estate	Carbon dioxide	kg/2018 USD, purchaser price	0.433	0	0.433	3	3	1	3	1	
2012	Detail	Industry	531ORE	Other real estate	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Industry	531ORE	Other real estate	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	531ORE	Other real estate	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	3	1	4	1	
2012	Detail	Industry	532100	Automotive equipment rental and leasing	Carbon dioxide	kg/2018 USD, purchaser price	0.247	0	0.247	3	3	1	4	1	
2012	Detail	Industry	532100	Automotive equipment rental and leasing	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Industry	532100	Automotive equipment rental and leasing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	532100	Automotive equipment rental and leasing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	4	1	
2012	Detail	Industry	532400	Commercial and industrial machinery and equipment rental and leasing	Carbon dioxide	kg/2018 USD, purchaser price	0.139	0	0.139	3	3	1	3	1	
2012	Detail	Industry	532400	Commercial and industrial machinery and equipment rental and leasing	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Industry	532400	Commercial and industrial machinery and equipment rental and leasing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Industry	532400	Commercial and industrial machinery and equipment rental and leasing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0	0.008	4	3	1	5	1	
2012	Detail	Industry	532A00	General and consumer goods rental	Carbon dioxide	kg/2018 USD, purchaser price	0.15	0	0.15	3	3	1	3	1	
2012	Detail	Industry	532A00	General and consumer goods rental	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Industry	532A00	General and consumer goods rental	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	532A00	General and consumer goods rental	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	4	1	
2012	Detail	Industry	533000	Lessors of nonfinancial intangible assets	Carbon dioxide	kg/2018 USD, purchaser price	0.061	0	0.061	3	3	1	3	1	
2012	Detail	Industry	533000	Lessors of nonfinancial intangible assets	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	533000	Lessors of nonfinancial intangible assets	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	533000	Lessors of nonfinancial intangible assets	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	541100	Legal services	Carbon dioxide	kg/2018 USD, purchaser price	0.064	0	0.064	3	3	1	3	1	
2012	Detail	Industry	541100	Legal services	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	541100	Legal services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	541100	Legal services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	541200	Accounting, tax preparation, bookkeeping, and payroll services	Carbon dioxide	kg/2018 USD, purchaser price	0.055	0	0.055	3	3	1	3	1	
2012	Detail	Industry	541200	Accounting, tax preparation, bookkeeping, and payroll services	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Industry	541200	Accounting, tax preparation, bookkeeping, and payroll services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Industry	541200	Accounting, tax preparation, bookkeeping, and payroll services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2012	Detail	Industry	541300	Architectural, engineering, and related services	Carbon dioxide	kg/2018 USD, purchaser price	0.115	0	0.115	3	3	1	3	1	
